id,text,metadata.course_code,metadata.class_name,metadata.subject,metadata.subject_code,metadata.credits_raw,metadata.credits_min,metadata.credits_max,metadata.prereq_codes,metadata.coreq_codes,metadata.source_url,metadata.parent_id,metadata.chunk_index,metadata.chunk_count
actg-435-auditing::64849da2052a::chunk-1,Course: ACTG 435 — Auditing Subject: Accounting (ACTG) Credits: 3 or 4 Description: Introduction to the audit function; ethical and legal environment; audit standards; objectives and procedures; materiality and audit risk; sampling; auditing in a computer environment; reporting. Prerequisites: Grade of C or better in ACTG 315. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required.,ACTG 435,Auditing,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-435-auditing::64849da2052a,1,1
actg-436-advanced-audit::c72455394f0b::chunk-1,Course: ACTG 436 — Advanced Audit Subject: Accounting (ACTG) Credits: 3 or 4 Description: Builds on the skills obtained in the introduction to auditing course and will focus on strengthening students’ understanding of fundamental aspects of an audit of financial statements and internal controls over financial reporting. Prerequisites: ACTG 435. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required.,ACTG 436,Advanced Audit,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-436-advanced-audit::c72455394f0b,1,1
actg-444-federal-income-tax-for-financial-planning::19a5329b2cdf::chunk-1,"Course: ACTG 444 — Federal Income Tax for Financial Planning Subject: Accounting (ACTG) Credits: 3 Description: Concepts and provisions of federal income taxation applicable to individual taxpayers, partnerships, individuals and trusts as it relates to certified financial planning careers. Prerequisites: Grade of C or better in ACTG 210. Course Information: Credit is not given for ACTG 444 if the student has credit in ACTG 445. Extensive computer use required.",ACTG 444,Federal Income Tax for Financial Planning,Accounting (ACTG),ACTG,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-444-federal-income-tax-for-financial-planning::19a5329b2cdf,1,1
actg-445-federal-income-tax-i::f2326db4f535::chunk-1,"Course: ACTG 445 — Federal Income Tax I Subject: Accounting (ACTG) Credits: 3 or 4 Description: Concepts and provisions of federal income taxation as applicable to individual taxpayers, partnerships, individuals and trusts. Prerequisites: Grade of C or better in ACTG 315. Course Information: 3 undergraduate hours. 4 graduate hours. Credit is not given for ACTG 445 if the student has credit for ACTG 508. Extensive computer use required.",ACTG 445,Federal Income Tax I,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-445-federal-income-tax-i::f2326db4f535,1,1
actg-446-federal-income-tax-ii::95b72bbdc107::chunk-1,"Course: ACTG 446 — Federal Income Tax II Subject: Accounting (ACTG) Credits: 3 or 4 Description: Concepts and provisions of federal income taxation on corporations and partnerships; special problems in reorganization, liquidations, and personal holding companies. Prerequisites: A passing grade in ACTG 445 or the equivalent. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required.",ACTG 446,Federal Income Tax II,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-446-federal-income-tax-ii::95b72bbdc107,1,1
actg-447-tax-research::9cfbf2a26d66::chunk-1,Course: ACTG 447 — Tax Research Subject: Accounting (ACTG) Credits: 3 or 4 Description: Provides students with experience in conducting tax research for hypothetical fact patterns similar to those their future clients will face. Prerequisites: ACTG 445 ; and credit or concurrent registration in ACTG 446. Credit or concurrent registration in ACTG 446 Corequisites: Credit or concurrent registration in ACTG 446 Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required. Prereq Codes (parsed): ACTG 446 Coreq Codes (parsed): ACTG 446,ACTG 447,Tax Research,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,['ACTG 446'],['ACTG 446'],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-447-tax-research::9cfbf2a26d66,1,1
actg-456-business-law-ii-business-organizations::69c9b270c612::chunk-1,"Course: ACTG 456 — Business Law II: Business Organizations Subject: Accounting (ACTG) Credits: 3 or 4 Description: Business organizaions, including: agency, general partnerships, limited partnerships, corporations, limited liability companies, securities regulations, bankruptcy, suretyship, bailments, real property, wills and trusts, accounting liability. Prerequisites: A passing grade in ACTG 355 or the equivalent. Course Information: 3 undergraduate hours. 4 graduate hours.",ACTG 456,Business Law II: Business Organizations,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-456-business-law-ii-business-organizations::69c9b270c612,1,1
actg-457-foundations-for-sustainable-business::07291c29584e::chunk-1,"Course: ACTG 457 — Foundations for Sustainable Business Subject: Accounting (ACTG) Credits: 3 or 4 Description: Introduction to sustainable business foundations: setting sustainability goals and key performance indicators, governance, stakeholder engagement and communication, strategic operations, technology integration, financial accountability, and reporting. Prerequisites: ENGL 161. Course Information: Same as IDS 457 and MGMT 457.",ACTG 457,Foundations for Sustainable Business,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-457-foundations-for-sustainable-business::07291c29584e,1,1
actg-465-governmental-and-non-profit-accounting::640b5df15fab::chunk-1,Course: ACTG 465 — Governmental and Non-Profit Accounting Subject: Accounting (ACTG) Credits: 3 or 4 Description: Financial transaction analysis and recording system; budget preparation and control; concepts and principles underlying the financial reports of governmental and non-profit organizations. Prerequisites: A passing grade in ACTG 316. Course Information: 3 undergraduate hours. 4 graduate hours.,ACTG 465,Governmental and Non-Profit Accounting,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-465-governmental-and-non-profit-accounting::640b5df15fab,1,1
actg-470-ethical-environment-of-business::ed7e7352b4fa::chunk-1,"Course: ACTG 470 — Ethical Environment of Business Subject: Accounting (ACTG) Credits: 3 or 4 Description: An examination of the decision making process on both the individual and organizational levels. The effect of moral, legal, and economic factors on the decision making process. Prerequisites: A passing grade in ACTG 211. Course Information: 3 undergraduate hours. 4 graduate hours.",ACTG 470,Ethical Environment of Business,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-470-ethical-environment-of-business::ed7e7352b4fa,1,1
actg-474-accounting-information-systems::fe3c0760f1a9::chunk-1,"Course: ACTG 474 — Accounting Information Systems Subject: Accounting (ACTG) Credits: 3 or 4 Description: Skills and concepts that enable the documentation, design and use of accounting information systems, understanding transaction cycles, sound internal controls, accounting software and the electronic business environment. Prerequisites: Grade of C or better in ACTG 210 and Grade of C or better in ACTG 211 ; and IDS 200. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required.",ACTG 474,Accounting Information Systems,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-474-accounting-information-systems::fe3c0760f1a9,1,1
actg-475-database-accounting-systems::b005671a336b::chunk-1,"Course: ACTG 475 — Database Accounting Systems Subject: Accounting (ACTG) Credits: 3 or 4 Description: Concepts and principles of designing database systems to perform accounting functions, applications of microcomputer accounting software packages systems design tools, and computerized transaction cycles. Prerequisites: A passing grade in both ACTG 211 and IDS 200. Course Information: Same as IDS 475. 3 undergraduate hours. 4 graduate hours. Extensive computer use required.",ACTG 475,Database Accounting Systems,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-475-database-accounting-systems::b005671a336b,1,1
actg-476-enterprise-accounting-systems::62d0bbaf7f24::chunk-1,"Course: ACTG 476 — Enterprise Accounting Systems Subject: Accounting (ACTG) Credits: 3 or 4 Description: Uses ERP software and analytics to teach transaction processing, internal controls, dashboard design, analytical tools and visual presentation of accounting data used to manage large organizations. Prerequisites: ACTG 475 or equivalent database experience. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required. Recommended Background: Good Excel skills are very helpful; IDS 331 would be an excellent background course.",ACTG 476,Enterprise Accounting Systems,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-476-enterprise-accounting-systems::62d0bbaf7f24,1,1
actg-484-international-accounting::787e119aa0f7::chunk-1,"Course: ACTG 484 — International Accounting Subject: Accounting (ACTG) Credits: 3 or 4 Description: Financial accounting for international operations, multinational managerial accounting and control, comparative international accounting, international reporting issues and international taxation. Prerequisites: Grade of D or better in ACTG 316. Course Information: 3 undergraduate hours. 4 graduate hours.",ACTG 484,International Accounting,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-484-international-accounting::787e119aa0f7,1,1
actg-485-valuation-and-analysis::8f9458739355::chunk-1,"Course: ACTG 485 — Valuation and Analysis Subject: Accounting (ACTG) Credits: 3 or 4 Description: Financial analysis and valuation of firms. Corporate strategies, financial reporting issues and market perceptions. Prerequisites: ACTG 315 and FIN 300 for undergraduate students. One accounting and one finance class or consent of the instructor for graduate students. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required.",ACTG 485,Valuation and Analysis,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-485-valuation-and-analysis::8f9458739355,1,1
actg-492-accounting-data-analytics::65caa532d6de::chunk-1,Course: ACTG 492 — Accounting Data Analytics Subject: Accounting (ACTG) Credits: 3 or 4 Description: Accounting professionals look at huge financial and transactional data available from multitude of corporate and external sources. Businesses can use information and analytics tools to improve their performance metrics and generate valuable insights. Prerequisites: ACTG 315 and ACTG 326 and ACTG 474 ; or ACTG 500. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required. Recommended Background: Grade of C or better in ACTG 435 and Grade of C or better in ACTG 476.,ACTG 492,Accounting Data Analytics,Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-492-accounting-data-analytics::65caa532d6de,1,1
actg-493-accounting-cases-research-and-analysis::bf3819cfb6ef::chunk-1,"Course: ACTG 493 — Accounting Cases, Research and Analysis Subject: Accounting (ACTG) Credits: 3 or 4 Description: Examines US GAAP, alternatives, SEC filings and company financial statements, through cases and research projects using various research methodologies. Satisfies research requirements for CPA candidacy. Prerequisites: A passing grade in ACTG 316. Course Information: 3 undergraduate hours. 4 graduate hours.",ACTG 493,"Accounting Cases, Research and Analysis",Accounting (ACTG),ACTG,3 or 4,3.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-493-accounting-cases-research-and-analysis::bf3819cfb6ef,1,1
actg-494-special-topics-in-accounting::0ef43d3daa1d::chunk-1,"Course: ACTG 494 — Special Topics in Accounting Subject: Accounting (ACTG) Credits: 1-4 Description: Topics rotate in various areas of accounting, including but not restricted to financial, managerial, governmental and nonprofit accounting, law and business ethics. Explores current issues and proposed alternatives. Prerequisites: Two courses in accounting or finance beyond ACTG 211 and FIN 300 or the equivalent.",ACTG 494,Special Topics in Accounting,Accounting (ACTG),ACTG,1-4,1.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-494-special-topics-in-accounting::0ef43d3daa1d,1,1
actg-495-competitive-strategy::3a3098198915::chunk-1,"Course: ACTG 495 — Competitive Strategy Subject: Accounting (ACTG) Credits: 4 Description: Multidisciplinary analysis of organization strategy and policy, using case method and/or business simulation. Assignments involve extensive library research and oral and written reports. Prerequisites: Senior standing in the College of Business Administration and completion of all other core courses; or consent of the instructor. Course Information: Credit is not given for ACTG 495 if the student has credit in IDS 495 or MGMT 495 or FIN 495.",ACTG 495,Competitive Strategy,Accounting (ACTG),ACTG,4,4.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-495-competitive-strategy::3a3098198915,1,1
actg-499-research-experience::dceecc716500::chunk-1,Course: ACTG 499 — Research Experience Subject: Accounting (ACTG) Credits: 1-3 Description: Research experience under the supervision of a faculty member. The faculty member and student will determine the research project. Each student must submit a report and each student must participate at a research event on campus. Prerequisites: Approval of the Department. Course Information: May be repeated to a maximum of 12 hours. Students may register in more than one section per term.,ACTG 499,Research Experience,Accounting (ACTG),ACTG,1-3,1.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/actg/,actg-499-research-experience::dceecc716500,1,1
ah-100-introduction-to-art-and-art-history::2ad4c5db598a::chunk-1,"Course: AH 100 — Introduction to Art and Art History Subject: Art History (AH) Credits: 3 Description: Forms, meanings, and purposes of art. Discussion of techniques, styles and content as well as historical and social contexts, in various media and cultures. Creative Arts course.",AH 100,Introduction to Art and Art History,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-100-introduction-to-art-and-art-history::2ad4c5db598a,1,1
ah-101-the-naked-and-the-nude-studies-in-visual-literacy::4a41dba09017::chunk-1,"Course: AH 101 — The Naked and the Nude: Studies in Visual Literacy Subject: Art History (AH) Credits: 3 Description: Diverse social and psychological aspects of nakedness, nudity and related forms of bodily vulnerability studied through a wide-ranging history of art. Team-taught by the entire Art History faculty. Rigorous training in visual literacy. Museum visit. Course Information: Field trips required at a nominal fee. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion. Individual and Society course.",AH 101,The Naked and the Nude: Studies in Visual Literacy,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-101-the-naked-and-the-nude-studies-in-visual-literacy::4a41dba09017,1,1
ah-110-world-history-of-art-and-the-built-environment-i::4234f67e4392::chunk-1,"Course: AH 110 — World History of Art and the Built Environment I Subject: Art History (AH) Credits: 4 Description: Comprehensive overview of how world art, architecture, and visual culture from prehistory to 1400 CE respond to and shape culture, religion, politics and history. Class Schedule Information: To be properly registered, students must enroll in one Discussion/Recitation and one Lecture. Creative Arts course.",AH 110,World History of Art and the Built Environment I,Art History (AH),AH,4,4.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-110-world-history-of-art-and-the-built-environment-i::4234f67e4392,1,1
ah-111-world-history-of-art-and-the-built-environment-ii::203b25a785d2::chunk-1,"Course: AH 111 — World History of Art and the Built Environment II Subject: Art History (AH) Credits: 4 Description: Comprehensive overview of how world art, architecture, and visual culture from 1400 CE through contemporary respond to and shape culture, religion, politics and history. Class Schedule Information: To be properly registered, students must enroll in one Discussion/Recitation and one Lecture. Creative Arts course.",AH 111,World History of Art and the Built Environment II,Art History (AH),AH,4,4.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-111-world-history-of-art-and-the-built-environment-ii::203b25a785d2,1,1
ah-122-history-of-chicago-architecture::1668b882f355::chunk-1,"Course: AH 122 — History of Chicago Architecture Subject: Art History (AH) Credits: 3 Description: An introduction to the architecture and built environment of Chicago from its founding in the early nineteenth century until today. Course Information: Field trips required at a nominal fee. Creative Arts course, and Past course.",AH 122,History of Chicago Architecture,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-122-history-of-chicago-architecture::1668b882f355,1,1
ah-125-introduction-to-the-art-and-architecture-of-asia::dde2e740a656::chunk-1,"Course: AH 125 — Introduction to the Art and Architecture of Asia Subject: Art History (AH) Credits: 3 Description: Using cross-cultural case studies, this course introduces students to some of the major artistic methods, monuments, and themes associated with Asian art and architecture. Course Information: Same as GLAS 125. Field trip required at a nominal fee. Creative Arts course, and World Cultures course.",AH 125,Introduction to the Art and Architecture of Asia,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-125-introduction-to-the-art-and-architecture-of-asia::dde2e740a656,1,1
ah-130-photography-in-history::a3032a410dbd::chunk-1,"Course: AH 130 — Photography in History Subject: Art History (AH) Credits: 3 Description: Developments in the history of photography including cultural, social, commercial, scientific, political and artistic applications, and its transformation of the related social meanings of art and subjectivity. Course Information: Field trips required at a nominal fee. Recommended Background: Any art history course; any photography studio course. Past course.",AH 130,Photography in History,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-130-photography-in-history::a3032a410dbd,1,1
ah-140-world-architecture-climate-and-ecology-an-alternative-history::c753614e205e::chunk-1,"Course: AH 140 — World Architecture, Climate, and Ecology: An Alternative History Subject: Art History (AH) Credits: 3 Description: Offers a history of world architecture with emphasis on world societies that are not conventionally studied and therefore marginalized in the western canon from the perspective of climate and ecology. Course Information: Field trips required at a nominal fee. Field work required. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion Creative Arts course, and World Cultures course.",AH 140,"World Architecture, Climate, and Ecology: An Alternative History",Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-140-world-architecture-climate-and-ecology-an-alternative-history::c753614e205e,1,1
ah-150-art-and-money::f6235c02e2dc::chunk-1,"Course: AH 150 — Art and Money Subject: Art History (AH) Credits: 3 Description: Surveys topics in the intertwined histories of art and money, asking how works of art from various periods and places might illuminate the often mysterious workings of economic life. Course Information: Field trips required at a nominal fee. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion Creative Arts course, and Past course.",AH 150,Art and Money,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-150-art-and-money::f6235c02e2dc,1,1
ah-160-trends-in-international-contemporary-art-since-1960::9d9322650bca::chunk-1,"Course: AH 160 — Trends in International Contemporary Art Since 1960 Subject: Art History (AH) Credits: 3 Description: Surveys international trends in art since 1960. Emphasis is on movements, new media, intermedia, criticism and theory. Creative Arts course.",AH 160,Trends in International Contemporary Art Since 1960,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-160-trends-in-international-contemporary-art-since-1960::9d9322650bca,1,1
ah-172-visual-culture-of-the-ancient-americas::ce451655b842::chunk-1,"Course: AH 172 — Visual Culture of the Ancient Americas Subject: Art History (AH) Credits: 3 Description: Provides an introduction to visual and material cultures of the indigenous peoples of the Western Hemisphere from the end of the last ice age until the arrival of Europeans in the 16th century. Course Information: Field trip required at a nominal fee. Creative Arts course, and World Cultures course.",AH 172,Visual Culture of the Ancient Americas,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-172-visual-culture-of-the-ancient-americas::ce451655b842,1,1
ah-180-intro-to-museum-exhibition::a03926931999::chunk-1,"Course: AH 180 — Intro to Museum & Exhibition Subject: Art History (AH) Credits: 3 Description: Engages students with museum and exhibition histories, frameworks and experiences through activities, reading and films, field trips and lectures by professionals and faculty in affiliated areas including anthropology, art, and history. Course Information: Field trips required at a nominal fee. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Discussion. Creative Arts course, and Individual and Society course.",AH 180,Intro to Museum & Exhibition,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-180-intro-to-museum-exhibition::a03926931999,1,1
ah-201-reading-and-writing-art-criticism::4712091536e4::chunk-1,Course: AH 201 — Reading and Writing Art Criticism Subject: Art History (AH) Credits: 3 Description: Introduction to the writing and reading of art criticism in a variety of media. Recommended Background: 3 hours of Art History at the 100-level. Creative Arts course.,AH 201,Reading and Writing Art Criticism,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-201-reading-and-writing-art-criticism::4712091536e4,1,1
ah-204-greek-art-and-archaeology::de6b789b8020::chunk-1,"Course: AH 204 — Greek Art and Archaeology Subject: Art History (AH) Credits: 3 Description: Contributions of archaeological excavations to the study of ancient Greece, 600 BC to 31 BC. Architecture, sculpture and painting in their social and historical contexts. Course Information: Same as CL 204 , and HIST 204. Credit is not given for AH 204 if the student has credit in CL 215. Taught in English. Creative Arts course, and Past course.",AH 204,Greek Art and Archaeology,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-204-greek-art-and-archaeology::de6b789b8020,1,1
ah-205-roman-art-and-archaeology::a00e034060d0::chunk-1,"Course: AH 205 — Roman Art and Archaeology Subject: Art History (AH) Credits: 3 Description: Contributions of archaeological excavations to the study of ancient Rome and her empire 1000 BC-400 AD. Architecture, sculpture and painting in their social and historical contexts. Course Information: Same as CL 205 , and HIST 205. Creative Arts course, and Past course.",AH 205,Roman Art and Archaeology,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-205-roman-art-and-archaeology::a00e034060d0,1,1
ah-206-museums-and-exhibitions-in-motion::c05b63c0dc05::chunk-1,"Course: AH 206 — Museums and Exhibitions in Motion Subject: Art History (AH) Credits: 3 Description: Students will shadow museum staff, and learn about traditional and leading-edge exhibition craft through example and practice. They will look at exhibitions, and examine creative and critical interventions made by artists, activists and scholars. Prerequisites: AH 180.",AH 206,Museums and Exhibitions in Motion,Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-206-museums-and-exhibitions-in-motion::c05b63c0dc05,1,1
ah-207-topics-in-architecture-art-and-design::51b241605f2d::chunk-1,"Course: AH 207 — Topics in Architecture, Art, and Design Subject: Art History (AH) Credits: 3 Description: Selected topics in the history of architecture, art and design. Prerequisites: 3 hours of art history at the 100 level or consent of the instructor. Course Information: May be repeated if topics vary.",AH 207,"Topics in Architecture, Art, and Design",Art History (AH),AH,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/ah/,ah-207-topics-in-architecture-art-and-design::51b241605f2d,1,1
